date,title,description,category,url,clean_description
"Publish : 19 May 2025, 16:15",Bangladesh eye series sweep against UAE in 2nd T20I,"After sealing a 27-run win in the opening T20I, Bangladesh will take on hosts United Arab Emirates in the second and final match of the series Monday, aiming for a clean sweep. In the first encounter on Friday, Parvez Hossain Emon starred with a blistering 53-ball century — only the second T20I hundred by a Bangladeshi — as Bangladesh posted a commanding total of 191 for 7, UNB reports. The left-hander’s nine sixes also set a new national record for most in a T20I innings by a Bangladeshi. Despite a fightback from UAE’s captain Muhammad Waseem and middle-order batter Asif Khan, the visitors’ bowling unit held their nerve. Mustafizur Rahman, Tanzim Hasan Sakib, Hasan Mahmud and Mahedi Hasan all chipped in with crucial wickets to restrict UAE to 164. With the series on the line Monday, Bangladesh will look to give opportunities to other players while maintaining momentum ahead of the Pakistan tour, which is expected to be confirmed soon. Mustafizur Rahman is no longer available for this match, having departed for India to join Delhi Capitals for the IPL. The match is scheduled to start at 9:00pm Bangladesh time.",sports,https://en.ittefaq.com.bd//en.ittefaq.com.bd/11977/bangladesh-eye-series-sweep-against-uae-in-2nd,seal run win open ti Bangladesh will take host unite Arab emirate 2 final match series Monday aim clean sweep first encounter Friday parvenu hosanna omen star blister ball century e 2 ti hundred Bangladeshi e Bangladesh post command total nub report neanderthals nine six also set new national record ti inning Bangladeshi despite fightback square captain Muhammad seem middle order batter as if khan visitor bowl unit hold nerve mustachio Brahman tannin has an sahib has an maraud match has an chip crucial wicket restrict use series line Monday Bangladesh will look give opportunity player maintain momentum ahead Pakistan tour e tongue stick act confirm soon mustachio Brahman long available match depart India join Delhi capital pl match schedule start pm Bangladesh time
"Publish : 18 May 2025, 15:11",Mustafiz to leave for IPL after first T20I vs UAE,"Bangladesh pacer Mustafizur Rahman is set to join Delhi Capitals for the remainder of IPL 2025 after playing the opening T20I against the UAE in Sharjah on Friday. The Bangladesh Cricket Board (BCB) had earlier granted Mustafizur’s appeal for participating in the IPL between May 18 and 24, UNB reports. With his national duty in the first match fulfilled, the left-arm pacer will now miss the second and final T20I of the series on May 19 as he travels to India to join the IPL franchise. Mustafizur was brought in by Delhi Capitals as a replacement for Australian batter Jake Fraser-McGurk, who left the tournament after it was temporarily suspended due to rising conflict between India-Pakistan. The IPL resumes this weekend, and Delhi’s first match is against Gujarat Titans on Sunday (May 18). It is Mustafizur’s third stint with Delhi, having previously represented them in the 2022 and 2023 seasons, taking nine wickets in total. With Australian pacer Mitchell Starc confirming he will not return for the remainder of this IPL season, Mustafizur will be Delhi’s only overseas left-arm pace option. Delhi have three crucial group-stage matches remaining. Currently placed fifth on the points table with 13 points from 11 games, they are strong contenders for a playoff spot. Winning all three of their remaining matches would secure them a place in the knockout stage without needing other results to go their way. After playing matches in IPL, Mustafaizur is expected to join the Bangladesh team for Pakistan tour of five T20I matches. However, the final decision regarding whether this tour will proceed rests with the Bangladesh government due to security concerns in Pakistan.",sports,https://en.ittefaq.com.bd//en.ittefaq.com.bd/11960/mustafiz-to-leave-for-ipl-after-first-t20i-vs-uae,Bangladesh pacer mustachio Brahman set join Delhi capital remainder pl play open ti use shariah Friday Bangladesh cricket board bib early grant mustache appeal participate pl may nub report national duty first match fulfill left arm pacer will now miss 2 final ti series may travel India join pl franchise mustachio bring Delhi capital replacement Australian batter Jake franchiser leave tournament temporarily suspend due rise conflict painstaking pl resume weekend delude first match Gujarat titan Sunday may smiley mustache 3 stint Delhi previously represent season take nine wicket total Australian pacer Mitchell star confirm will return remainder pl season mustachio will delude overseas left arm pace option Delhi three crucial group stage match remain currently place 5 point table point game strong contender playoff spot win three remain match secure place knockout stage without need result go way play match pl mustachio e tongue stick act join Bangladesh team Pakistan tour five ti match however final decision regard whether tour will proceed rest Bangladesh government due security concern Pakistan
"Publish : 18 May 2025, 10:40",Titleholder Kolkata eliminated as IPL returns with a damp squib,"The Indian Premier League's much-anticipated restart was delayed for another day after the Royal Challengers Bengaluru-Kolkata Knight Riders game was washed out on Saturday. Both teams received a point each but it wasn't enough for defending champion Kolkata, which was eliminated from top-four contention with only one game remaining, UNB reports. Bengaluru climbed atop the table and needs only one more point to secure a place in the knockouts. The IPL was suspended for a week to Friday due to the military showdown between India and Pakistan. The Pakistan Super League also resumed on Saturday. The IPL final, originally scheduled for May 25, was moved to June 3. Saturday's game also marked an emotional return to the playing arena for India great Virat Kohli, who announced his test retirement last Monday. Fans arrived in great numbers wearing a white jersey to honor the ace batter, who played 123 tests for India and finished just short of 10,000 test runs. Kohli has 505 runs in this IPL, for fourth highest. However, he never stood a chance of batting at home thanks to incessant rain in Bengaluru since Friday evening. The Royal Challengers have two remaining round-robin games against Sunrisers Hyderabad on May 23 and Lucknow Super Giants on May 27. Kolkata's last game is against already-eliminated Hyderabad on May 25. Sunday's doubleheader features Rajasthan Royals hosting Punjab Kings in Jaipur, and Delhi Capitals taking on Gujarat Titans in New Delhi. Rajasthan is out of knockouts contention, while the other three sides are still alive. ",sports,https://en.ittefaq.com.bd//en.ittefaq.com.bd/11953/titleholder-kolkata-eliminated-as-ipl-returns-with,Indian premier league much anticipated restart delay another day royal challenger bengalurukolkata knight rider game wash Saturday team receive point enough defend champion katakana eliminate top four contention one game remain nub report bungalow climb atop table need one point secure place knockout pl suspend week Friday due military showdown India Pakistan Pakistan super league also resume Saturday pl final originally schedule may move June saturday game also mark emotional return play arena India great viral kohl announce test retirement last Monday fan arrive great number wear white jersey honor ace batter play test India finish just short test run kohl run pl 4 high however never stand chance bat home thank incessant rain bungalow since Friday even royal challenger two remain round robin game sunrise Hyderabad may Lucknow super giant may polka last game already eliminated Hyderabad may sunday doubleheader feature astrakhan royal host Punjab king Jaipur Delhi capital take Gujarat titan new Delhi astrakhan knockout contention three side still alive
"Publish : 15 May 2025, 23:19",Bangladesh clears Pakistan tour,"The Bangladesh Cricket Board (BCB) has received government approval to proceed with the national team’s five-match T20I series in Pakistan, scheduled to commence later this month. Farque Ahmed, the president of the board, confirmed the development to the media, UNB reports. This decision follows a period of uncertainty due to recent tensions between India and Pakistan, which had previously led to the postponement of both the Indian Premier League (IPL) and the Pakistan Super League (PSL). According to BCB president, while the government has given the green light, the board is still awaiting the official letter to finalize the tour. He said the importance of ensuring the safety and comfort of players and coaching staff before making a definitive decision. The Pakistan Cricket Board (PCB) has proposed a revised itinerary, with the series set to begin on May 27 in Faisalabad and conclude on June 5 in Lahore. The adjustments were made to accommodate the resumption of the PSL, which is slated to restart on May 17. Despite the government’s approval, some Bangladeshi players have expressed reservations about traveling to Pakistan, citing security concerns. The BCB has said that it will not compel any player to participate and will engage in discussions with the squad to address their apprehensions.",sports,https://en.ittefaq.com.bd//en.ittefaq.com.bd/11932/bangladesh-clears-pakistan-tour,Bangladesh cricket board bib receive government approval proceed national team five match ti series Pakistan schedule commence late month marque Ahmed president board confirm development medium nub report decision follow period uncertainty due recent tension India Pakistan previously lead postponement Indian premier league pl Pakistan super league pal accord bib president government give green light board still await official letter finalize tour say importance ensure safety comfort player coach staff make definitive decision Pakistan cricket board PCB propose revise itinerary series set begin may Faisalabad conclude June Lahore adjustment make accommodate resumption pal slate restart may despite government approval Bangladeshi player e tongue stick dress reservation travel Pakistan cite security concern bib say will compel player participate will engage discussion squad address apprehension
"Publish : 15 May 2025, 16:38",Record prize for ICC World Test Championship final,"The ICC has announced a record-breaking prize pool for the upcoming ICC World Test Championship (WTC) Final 2023–25, which will be contested between South Africa and Australia from June 11 at Lord’s Cricket Ground in London. The total prize money stands at a massive USD 5.76 million, more than double the amount from the previous two editions, UNB reports. The champions will receive USD 3.6 million, an increase from the USD 1.6 million awarded in both 2021 and 2023. The runners-up will take home USD 2.16 million, up from USD 800,000. The ICC released the details as part of a promotional campaign marking the 30-day countdown to the final. A star-studded video featured current players like Temba Bavuma, Kagiso Rabada, Steve Smith, and Travis Head, along with cricketing legends such as Shaun Pollock, Shoaib Akhtar, Matthew Hayden, and Ravi Shastri. South Africa, who finished top of the WTC table, secured their place in the final with series wins over Pakistan, West Indies, Bangladesh, and Sri Lanka, as well as a drawn home series against India. Australia booked their place after a strong campaign that included a 3-1 Border-Gavaskar Trophy victory against India, a 3-0 home sweep of Pakistan, and away series wins over New Zealand and Sri Lanka. ICC Chair Jay Shah said the final is a celebration of Test cricket. “This edition showcased remarkable performances and culminates in a final between two outstanding teams. Lord’s is a fitting venue for this prestigious clash,” he said. South African captain Temba Bavuma called the match a golden opportunity. “Everyone understands the importance of Test cricket, and this is a chance to win an ICC title at a historic venue. The anticipation is increasing with less than one month to go,” Bavuma said. Australian skipper Pat Cummins echoed the sentiment. “It’s an honour to defend the WTC title at Lord’s. This reflects the hard work of everyone involved over the past two years,” Cummins said. The winning team of the ICC World Test Championship Final between Australia and South Africa will receive USD 3.6 million, the highest ever prize for a Test match. The runners-up will also enjoy a significant payday, earning USD 2.16 million for their efforts. India, who finished third in the WTC standings, will be awarded USD 1.44 million, while New Zealand, placed fourth, are set to take home USD 1.2 million. Fifth-placed England will receive USD 960,000 for their campaign. Sri Lanka, who finished sixth, will earn USD 840,000. Bangladesh follow with a payout of USD 720,000 after finishing seventh in the table. The West Indies, in eighth place, are due to collect USD 600,000, and Pakistan, who ended the cycle in ninth, will receive USD 480,000.",sports,https://en.ittefaq.com.bd//en.ittefaq.com.bd/11928/record-prize-for-icc-world-test-championship-final,ICC announce record breaking prize pool upcoming ICC world test championship etc final e will contest south Africa Australia June lord cricket grind London total prize money stand massive us million double amount previous two edition nub report champion will receive us million increase us million award runner sup will take home us million us ICC release detail part promotional campaign mark day countdown final star studded video feature current player like embalm barium haggis radar Steve smith Travis head along cricketing legend Shaun Pollock shoat partaker Matthew Hayden rave shariah south Africa finish top etc table secure place final series win Pakistan west indies Bangladesh sir Lanka good draw home series India Australia book place strong campaign include skateboarder trophy victory India home sweep Pakistan away series win new Zealand sir Lanka ICC chair jay shah say final celebration test cricket ethic edition showcase remarkable performance culminate final two outstanding team lord fit venue prestigious clash say south African captain embalm barium call match golden opportunity everyone understand importance test cricket chance win ICC title historic venue anticipation increase little one month hoe barium say Australian skipper pat cumming echo sentiment cite honor defend etc title lord reflect hard work everyone involve past two yearn cumming say win team ICC world test championship final Australia south Africa will receive us million high ever prize test match runner sup will also enjoy significant payday earn us million effort India finish 3 etc standing will award us million new Zealand place 4 set take home us million fifth placed England will receive us campaign sir Lanka finish 6 will earn us Bangladesh follow payout us finish 7 table west indies 8 place due collect us Pakistan end cycle 9 will receive us
"Publish : 14 May 2025, 15:28",Pakistan T20 cricket league set to resume after ceasefire,"The Pakistan Super League is set to resume this weekend after a ceasefire between Pakistan and India. “PSL X picks up from where it left off! 6 teams, 0 fear,” Pakistan Cricket Board chairman Mohsin Naqvi posted Tuesday on X, UNB reports. “Let the aura take over as we unite and celebrate the spirit of cricket,"" he posted. ""Get ready for 8 thrilling matches starting 17th May, leading up to the Grand Final on 25th May. Best of luck to all the teams!” Pakistan and India agreed to a truce last Saturday after talks to defuse their most serious military confrontation in decades. The Pakistan-based Twenty20 league was suspended last Thursday after an Indian drone fell near the Rawalpindi Cricket Stadium, which was due to host a game featuring foreign players from Australia, England, South Africa, West Indies, New Zealand and Afghanistan. The organizers first proposed moving the tournament to Dubai but later decided to postpone it after foreign players showed their reluctance to participate in the tournament due to security concerns. Around 43 foreign cricketers — competing in six PSL teams — were flown out of Pakistan from an airbase in Rawalpindi. It was not clear how many foreign players will return to Pakistan for the remaining eight games, which will be played at Rawalpindi and Lahore. The PCB said that Rawalpindi will host the remaining four league matches between May 17-19 before Lahore hosts the playoffs from May 21, including the final at Gaddafi Stadium on May 25. Quetta Gladiators have already qualified for the playoffs and lead the standings with 13 points. Karachi Kings, Islamabad United, Lahore Qalandars and Peshawar Zalmi are in the running to fill the remaining three playoff spots. Multan Sultans, led by Mohammad Rizwan, are already out of playoff race after losing eight of their nine league games. On Monday, the world’s most lucrative T20 league — the Indian Premier League — also announced the resumption of the tournament. The IPL will run from Saturday until June 3.",sports,https://en.ittefaq.com.bd//en.ittefaq.com.bd/11913/pakistan-t20-cricket-league-set-to-resume-after,Pakistan super league set resume weekend ceasefire Pakistan India eclipse x pick leave team fear Pakistan cricket board chairman moccasin naive post Tuesday x nub report elect aura take unite celebrate spirit cricket post get ready thrill match start ht may lead grand final ht may good luck team Pakistan India agree truce last Saturday talk defuse serious military confrontation decade outdistance twenty league suspend last Thursday Indian drone fall near Rawalpindi cricket stadium due host game feature foreign player Australia England south Africa west indies new Zealand Afghanistan organizer first propose move tournament Dubai late decide postpone foreign player show reluctance participate tournament due security concern around foreign cricketer e compete six pal team e fly Pakistan airbase Rawalpindi clear many foreign player will return Pakistan remain eight game will play Rawalpindi Lahore PCB say Rawalpindi will host remain four league match may Lahore host playoff may include final gad stadium may etiquette gladiator already qualify playoff lead standing point Karachi king Islamabad unite Lahore calendar Peshawar palmist run fill remain three playoff spot Multan sultan lead Mohammad riparian already playoff race lose eight nine league game Monday world lucrative t league e Indian premier league e also announce resumption tournament pl will run Saturday June
"Publish : 12 May 2025, 13:39",Virat Kohli bids farewell to Test cricket,"Virat Kohli has officially retired from Test cricket, closing a significant chapter in Indian cricket history. Over the course of 14 years, Kohli played 123 Tests — 68 of them as captain — and accumulated 9,230 runs at an average of 46.85. ""It's been 14 years since I first wore the baggy blue in Test cricket. Honestly, I never imagined the journey this format would take me on. It's tested me, shaped me, and taught me lessons I'll carry for life,"" Kohli shared in a statement on social media Monday morning, UNB reports. ""There's something deeply personal about playing in whites. The quiet grind, the long days, the small moments that no one sees but that stay with you forever. ""As I step away from this format, it's not easy - but it feels right. I've given it everything I had, and it's given me back so much more than I could've hoped for. I'm walking away with a heart full of gratitude - for the game, for the people I shared the field with, and for every single person who made me feel seen along the way. I'll always look back at my Test career with a smile."" According to an ESPNcricinfo report from Saturday, Kohli had informed the BCCI of his decision ahead of the upcoming five-Test series in England, which begins on June 20. He had been in discussions with BCCI officials over the past month regarding his retirement. Kohli's recent form in the longest format had not mirrored the high standards he set earlier in his career. His century in the Perth Test in November 2024 was his first in over a year, the previous one coming in July 2023 against the West Indies. While his average had once peaked at 55.10 following a career-best 254 not out against South Africa in 2019, it had dropped to 32.56 over the past two years. Despite the dip, the team management and selectors were reportedly keen on having Kohli’s experience for the England tour. India will be entering that series under new leadership, with Shubman Gill likely to succeed Rohit Sharma, who also retired from Test cricket earlier this week. Kohli’s departure marks another major shift for the Indian Test team. R Ashwin had stepped away from international cricket last year, and with veterans like Cheteshwar Pujara and Ajinkya Rahane not currently in the frame, and Mohammed Shami working to regain form post-injury, only KL Rahul, Ravindra Jadeja, and Jasprit Bumrah remain as ties to the era that saw India reach two consecutive World Test Championship finals — the first under Kohli’s captaincy.",sports,https://en.ittefaq.com.bd//en.ittefaq.com.bd/11881/virat-kohli-bids-farewell-to-test-cricket,viral kohl officially retire test cricket close significant chapter Indian cricket history course year kohl play test e captain e accumulate run average year since first wear baggy blue test cricket honestly never imagine journey format take test shape teach lesson will carry life kohl share statement social medium Monday morning nub report something deeply personal play white quiet grind long day small moment one see stay forever step away format easy feel right give everything give back much hope walk away heart full gratitude game people share field every single person make feel see along way will always look back test career smile accord capriciousness report Saturday kohl inform boccie decision ahead upcoming five test series England begin June discussion boccie official past month regard retirement kohl is recent form long format mirror high standard set early career century Perth test November first year previous one come July west indies average peak follow career best south Africa drop past two year despite dip team management selector reportedly keen kohlrabies e tongue stick experience England tour India will enter series new leadership subhuman gill likely succeed prohibit dharma also retire test cricket early week kohlrabies departure mark another major shift Indian test team r ash win step away international cricket last year veteran like freshwater pulsar junkyard ranee currently frame mo hammed sham work regain form post injury kl hurrah rave jade asperity bum rah remain tie era see India reach two consecutive world test championship final e first kohlrabies captaincy
"Publish : 10 May 2025, 16:13","India tour of Bangladesh, Asia Cup in doubt after IPL halt","The Indian Premier League was put on hold following cross-border military escalation between India and Pakistan The suspension of IPL 2025 has triggered a wider disruption in the South Asian cricket calendar, with India’s scheduled tour of Bangladesh and their participation in the Asia Cup now looking highly unlikely, according to Indian media, UNB reports. The Indian Premier League was put on hold following cross-border military escalation between India and Pakistan, including missile strikes and air raid alerts in northern Indian cities. The suspension began after Thursday night’s match between Punjab Kings and Delhi Capitals in Dharamsala was abandoned mid-innings. Players, reportedly shaken by the events, were evacuated to Delhi by a special train. Air travel was suspended in the area. According to the Times of India, India’s cricket authority is now considering using the August–September window—originally earmarked for the Asia Cup and India’s tour of Bangladesh—to complete the remainder of the IPL. With India set to tour England for a five-Test series in early June, officials fear they may run out of calendar space later in the year if tensions continue. Even if IPL resumes sooner than expected, the Times of India reports that the BCCI is unlikely to revisit its decision regarding the Asia Cup or the Bangladesh tour. “Nation first,” posted Lucknow Super Giants on social media, hinted the mood within Indian cricket.",sports,https://en.ittefaq.com.bd//en.ittefaq.com.bd/11852/india-tour-of-bangladesh-asia-cup-in-doubt-after,Indian premier league put hold follow cross border military escalation India Pakistan suspension pl trigger wide disruption south Asian cricket calendar indies schedule tour Bangladesh participation Asia cup now look highly unlikely accord Indian medium nub report Indian premier league put hold follow cross border military escalation India Pakistan include missile strike air raid alert northern Indian city suspension begin Thursday night match Punjab king Delhi capital taramasalata abandon mid innings player reportedly shake event evacuate Delhi special train air travel suspend area accord time India indies cricket authority now consider use augusteseptember windoweoriginally earmark Asia cup indies tour bangladesheto complete remainder pl India set tour England five test series early June official fear may run calendar space late year tension continue even pl resume soon e tongue stick act time India report boccie unlikely revisit decision regard Asia cup Bangladesh tour nation firs ted post Lucknow super giant social medium hint mood within Indian cricket
"Publish : 09 May 2025, 14:17",IPL suspended for a week,"The escalating conflict between India and Pakistan has directly impacted the Indian Premier League (IPL). On Thursday, May 8, Pakistan carried out drone attacks in the Jammu and Pathankot regions. As a result, the match between Punjab Kings and Delhi Capitals at the Dharamshala Stadium, located near the border, was halted midway. The 17th edition of the IPL has now been suspended for a week, as confirmed by a Board of Control for Cricket in India (BCCI) official to the Indian news agency PTI. He stated, ""When the nation is at war, playing cricket does not seem right. We want to stand with the nation. The country comes first. The safety of players is the most important. Cricket is not above the nation."" Match Stopped Midway On Thursday, the match at Dharamshala Stadium was stopped after 10 overs and 1 ball. The floodlights in the stadium began shutting down, and both umpires and players quickly left the field. Shortly after, IPL Chairman Arun Dhumal announced the match was canceled for security reasons, and spectators were asked to leave the stadium. Cheerleader Shares Terrifying Experience A foreign cheerleader shared her terrifying experience in a video that quickly spread across social media. She was on the field during the incident, with some lights still on. In the middle of her recording, the stadium went dark. At the beginning of the video, the cheerleader is heard saying, ""In the middle of the game, the entire stadium was evacuated. It was a terrifying experience. Everyone was screaming, 'The bombs are coming.' It was truly frightening—just thinking about it gives me chills.""",sports,https://en.ittefaq.com.bd//en.ittefaq.com.bd/11839/ipl-suspended-indefinitely,escalate conflict India Pakistan directly impact Indian premier league pl Thursday may Pakistan carry drone attack jammy pathogen region result match Punjab king Delhi capital ramshackle stadium locate near border halt midway ht edition pl now suspend week confirm board control cricket India boccie official Indian news agency pit state nation war play cricket seem right want stand nation country come first safety player important cricket nation match stop midway Thursday match ramshackle stadium stop overs ball floodlight stadium begin shut umpire player quickly leave field shortly pl chairman arum humeral announce match cancel security reason spectator ask leave stadium cheerleader share terrify e tongue stick experience foreign cheerleader share terrify e tongue stick experience video quickly spread across social medium field incident light still middle record stadium go dark begin video cheerleader hear say middle game entire stadium evacuate terrify e tongue stick experience everyone scream bomb come truly frightfulness think give chill
"Publish : 19 May 2025, 16:15",Bangladesh eye series sweep against UAE in 2nd T20I,"After sealing a 27-run win in the opening T20I, Bangladesh will take on hosts United Arab Emirates in the second and final match of the series Monday, aiming for a clean sweep. In the first encounter on Friday, Parvez Hossain Emon starred with a blistering 53-ball century — only the second T20I hundred by a Bangladeshi — as Bangladesh posted a commanding total of 191 for 7, UNB reports. The left-hander’s nine sixes also set a new national record for most in a T20I innings by a Bangladeshi. Despite a fightback from UAE’s captain Muhammad Waseem and middle-order batter Asif Khan, the visitors’ bowling unit held their nerve. Mustafizur Rahman, Tanzim Hasan Sakib, Hasan Mahmud and Mahedi Hasan all chipped in with crucial wickets to restrict UAE to 164. With the series on the line Monday, Bangladesh will look to give opportunities to other players while maintaining momentum ahead of the Pakistan tour, which is expected to be confirmed soon. Mustafizur Rahman is no longer available for this match, having departed for India to join Delhi Capitals for the IPL. The match is scheduled to start at 9:00pm Bangladesh time.",sports,https://en.ittefaq.com.bd//en.ittefaq.com.bd/11977/bangladesh-eye-series-sweep-against-uae-in-2nd,seal run win open ti Bangladesh will take host unite Arab emirate 2 final match series Monday aim clean sweep first encounter Friday parvenu hosanna omen star blister ball century e 2 ti hundred Bangladeshi e Bangladesh post command total nub report neanderthals nine six also set new national record ti inning Bangladeshi despite fightback square captain Muhammad seem middle order batter as if khan visitor bowl unit hold nerve mustachio Brahman tannin has an sahib has an maraud match has an chip crucial wicket restrict use series line Monday Bangladesh will look give opportunity player maintain momentum ahead Pakistan tour e tongue stick act confirm soon mustachio Brahman long available match depart India join Delhi capital pl match schedule start pm Bangladesh time
"Publish : 20 May 2025, 09:56",Starlink officially kicks off Bangladesh operations,"Starlink has officially started its operations in Bangladesh. The announcement was made on Tuesday (20 May) in a Facebook post by Faiz Ahmad Taiyeb, Special Assistant to the Chief Adviser. “On Monday (19 May) afternoon, they informed me over a phone call and confirmed the matter this morning on their X handle,” he said. “Initially, Starlink is launching with two packages – Starlink Residence and Residence Lite. The monthly cost is Tk 6,000 for one and Tk 4,200 for the other. A one-time cost of Tk 47,000 will be required for setup equipment,” he added. Faiz Ahmad Taiyeb also said there will be no speed or data limits. Individuals will be able to use unlimited data at speeds of up to 300 Mbps. Customers in Bangladesh can start placing orders from today. “With this, Sir’s (CA's) expectation of launching within 90 days has been fulfilled,” he said. He went on to say, “Although expensive, this creates a sustainable alternative for premium customers to access high-quality and high-speed internet services.” “In addition, companies will have opportunities to expand their business into areas where fibre or high-speed internet services are yet to reach. NGOs, freelancers, and entrepreneurs will benefit from uninterrupted, high-speed internet throughout the year,” said the Special Assistant to the Chief Adviser. The interim government has authorised Starlink, a Non-Geostationary Orbit (NGSO) satellite internet provider owned by Elon Musk’s SpaceX, to offer its services in the country.",technology,https://en.ittefaq.com.bd//en.ittefaq.com.bd/11983/starlink-officially-kicks-off-bangladesh,starling officially start operation Bangladesh announcement make Tuesday may Facebook post fain Ahmad tailbone special assistant chief adviser econ Monday may afternoon inform phone call confirm matter morning x handle say initially starling launch two package e starling residence residence lite monthly cost kt one kt onetime cost kt will require setup equipment ed add fain Ahmad tailbone also say will speed datum limit individual will able use unlimited datum speed bp customer Bangladesh can start place order today withe sire sac e tongue stick expectation launch within day fulfill say go say although e tongue stick endive create sustainable alternative premium customer access high quality high speed internet services ed econ addition company will opportunity e tongue stick business area fiber high speed internet service yet reach no freelancers entrepreneur will benefit uninterrupted high speed internet throughout teared say special assistant chief adviser interim government authorize starling non geostationary orbit song satellite internet provider own eon muse space offer service country
"Publish : 16 May 2025, 14:03",Driverless taxis hit Abu Dhabi roads,"Residents and visitors in Abu Dhabi are about to experience the future of transportation firsthand. China’s Nasdaq-listed WeRide, on Friday, announced the launch of fully driverless robotaxi trials in the capital, marking the first time such a service has been deployed in the Middle East. Commercial driverless rides and additional service areas will be introduced progressively from the summer of 2025, pending regulatory approvals, WeRide shared in a statement, reports Gulf News. Starting this quarter, a fleet of WeRide's robotaxis will navigate public roads without any human safety drivers on board. This significant step signifies a major leap forward for smart mobility initiatives in Abu Dhabi. For the uninitiated, driverless or ""robotaxis"" utilize sophisticated sensors, artificial intelligence, and mapping technology to navigate roads and transport passengers without human intervention. The development of this technology has been ongoing globally for several years, with companies like WeRide at the forefront of testing and deploying these autonomous vehicles in select areas. Alongside this groundbreaking driverless trial, WeRide is also expanding its existing robotaxi service area to include two key locations in Abu Dhabi: Al Maryah Island, the bustling financial hub that houses the Abu Dhabi Global Market, and Al Reem Island, a popular residential and lifestyle destination. These additions build upon WeRide's current network, which has successfully operated with safety drivers on Yas Island, Saadiyat Island, and routes connecting to Zayed International Airport since 2021. Jennifer Li, CFO and Head of International Business at WeRide, highlighted the significance of this launch, stating, ""WeRide makes history as the first company to pilot fully driverless Robotaxis in the Middle East region, showcasing our autonomous leadership in one of the world's most dynamic urban environments. In parallel, we're expanding commercial service to high-demand areas like Al Maryah and Al Reem Islands – bringing smart mobility solutions to more users in the Middle East."" WeRide has been strategically expanding its global presence, with the UAE identified as a crucial market for the growth and innovation of autonomous driving. The company received the UAE's first national license for self-driving vehicles in July 2023, allowing them to test and operate their autonomous cars on public roads nationwide. Further solidifying their presence, WeRide partnered with Uber in Abu Dhabi in December 2024 to launch a ride-hailing service using their robotaxis, the largest commercial deployment outside the US and China. WeRide is also actively involved in shaping the future of autonomous mobility in Abu Dhabi as a member of the Infrastructure, Regulations, and Pilot Acceleration Working Group under the Abu Dhabi Smart & Autonomous Systems Council. In this role, they provide valuable insights into the development of local infrastructure and regulations necessary to support the advancement of self-driving technology.",technology,https://en.ittefaq.com.bd//en.ittefaq.com.bd/11936/driverless-taxis-hit-abu-dhabi-roads,resident visitor ab habit e tongue stick experience future transportation firsthand chine educationalist deride Friday announce launch fully driver less robotic trial capital mark first time service deploy middle east commercial driver less ride additional service area will introduce progressively summer pend regulatory approval deride share statement report gulf news start quarter fleet deride robot axis will navigate public road without human safety driver board significant step signify major leap forward smart mobility initiative ab habit uninitiated driver less robot axis utilize sophisticate sensor artificial intelligence map technology navigate road transport passenger without human intervention development technology ongoing globally several year company like deride forefront test deploy autonomous vehicle select area alongside groundbreaking driver less trial deride also e tongue stick sand exist robotic service area include two key location ab habit AL mammary island bustle financial hub house ab habit global market AL rim island popular residential lifestyle destination addition build upon deride current network successfully operate safety driver say island sadist island route connect pay international airport since Jennifer lee CFO head international business deride highlight significance launch state deride make history first company pilot fully driver less robot axis middle east region showcase autonomous leadership one world dynamic urban environment parallel e tongue stick sand commercial service high demand area like AL mammary AL rim island e bring smart mobility solution user middle east deride strategically e tongue stick sand global presence use identify crucial market growth innovation autonomous drive company receive use first national license self driving vehicle July allow test operate autonomous car public road nationwide solidify presence deride partner tuber ab habit December launch ride hailing service use robot axis large commercial deployment outside us china deride also actively involve shape future autonomous mobility ab habit member infrastructure regulation pilot acceleration work group ab habit smart autonomous system council role provide valuable insight development local infrastructure regulation necessary support advancement self driving technology
"Publish : 15 May 2025, 21:37",Internet price to drop by 20% at ISP and IIG levels from July,"Internet prices at the ISP (Internet Service Provider) and IIG (International Internet Gateway) levels will be reduced by 20% from July this year, said Chief Adviser's Special Assistant Faiz Ahmed Taiyeb for Post, Telecommunications and Information Technology. Faiz Taiyeb came up with the announcement at a press conference held at the BTRC building in Agargaon on Thursday, marking the celebration of World Telecommunication and Information Society Day, UNB reports. The internet prices at the ISP and IIG levels will be reduced by 20% from July 1, he said. The prices at the consumer level will also be reduced subsequently, he added. Taiyeb also urged the mobile operators to align with this initiative. “Our goal is to provide quality internet services at affordable prices to citizens."" Shish Haider Chowdhury, secretary to the Information and Communication Technology (ICT), Md Zahurul Islam, Acting Secretary of the Posts and Telecommunications Division and Major General (retd) Md Emdad-Ul-Bari, Chairman of Bangladesh Telecommunication and Regulatory Commission (BTRC) were also present at the press conference.",technology,https://en.ittefaq.com.bd//en.ittefaq.com.bd/11931/internet-price-to-drop-by-20%25-at-isp-and-iig,internet price ISP internet service provider ii international internet gateway level will reduce July year say chief adviser special assistant fain Ahmed tailbone post telecommunication information technology fain tailbone come announcement press conference hold ctr build gargantuan Thursday mark celebration world telecommunication information society day nub report internet price ISP ii level will reduce July say price consumer level will also reduce subsequently add tailbone also urge mobile operator align initiative scour goal provide quality internet service affordable price citizen shush haired chowder secretary information communication technology cit MD purulent Islam act secretary post telecommunication division major general red MD emdadulbari chairman Bangladesh telecommunication regulatory commission ctr also present press conference
